Gene ID	source_id	Computed GO Component IDs	Computed GO Function IDs	Computed GO Process IDs	Curated GO Component IDs	Curated GO Function IDs	Curated GO Process IDs
PF3D7_1416000	PF3D7_1416000.1	GO:0016021	N/A	N/A	N/A	N/A	N/A
PF3D7_1416100	PF3D7_1416100.1	GO:0005789;GO:0016021	GO:0005525	N/A	GO:0005737;GO:0005783	GO:0005525;GO:0003924	GO:0016320;GO:0007029
PF3D7_1416200	PF3D7_1416200.1	N/A	N/A	N/A	N/A	GO:0008236	GO:0006508
PF3D7_1416300	PF3D7_1416300.1	N/A	GO:0102200;GO:0070290;GO:0008270	N/A	GO:0005737;GO:0005739	N/A	N/A
PF3D7_1416400	PF3D7_1416400.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1416500	PF3D7_1416500.1	N/A	GO:0000166;GO:0016491;GO:0016639	GO:0006520;GO:0055114	GO:0005737;GO:0005829;GO:0005634	GO:0004354	GO:0006537;GO:0006536
PF3D7_1416600	PF3D7_1416600.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1416700	PF3D7_1416700.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1416800	PF3D7_1416800.1	GO:0005737	GO:0005524;GO:0004812;GO:0004824;GO:0000166	GO:0006430;GO:0006418	GO:0020011;GO:0005829	GO:0004824;GO:0000049	GO:0006430
PF3D7_1416900	PF3D7_1416900.1	GO:0016272	GO:0051082	GO:0006457	GO:0005737	GO:0044183	GO:0006457
PF3D7_1417000	PF3D7_1417000.1	N/A	N/A	N/A	GO:0070258	GO:0005509;GO:0008289;GO:0005515	N/A
PF3D7_1417100	PF3D7_1417100.1	N/A	GO:0003676	N/A	N/A	N/A	N/A
PF3D7_1417200	PF3D7_1417200.1	GO:0030015	N/A	GO:0006417	GO:0030014;GO:0030015;GO:0000932;GO:0005829;GO:0005634	GO:0003729;GO:0060090	GO:0017148;GO:0000288
PF3D7_1417300	PF3D7_1417300.1	GO:0005737	GO:0008234	GO:0006914	GO:0005737	GO:0004197	GO:0006914
PF3D7_1417400	PF3D7_1417400.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1417500	PF3D7_1417500.1	N/A	GO:0003723;GO:0009982	GO:0009451;GO:0006396;GO:0001522	GO:0031429;GO:0005634	GO:0009982	GO:0000495;GO:1990481;GO:0031118;GO:0031120
PF3D7_1417600	PF3D7_1417600.1	GO:0016021;GO:0005634	GO:0003677;GO:0004888	GO:0006955;GO:0002224	GO:0042603;GO:0009986;GO:0005887	GO:0038023	GO:0048870
PF3D7_1417700	PF3D7_1417700.1	N/A	N/A	N/A	GO:0034399;GO:0005634	N/A	N/A
PF3D7_1417800	PF3D7_1417800.1	GO:0042555;GO:0005634	GO:0005524;GO:0003677;GO:0003678	GO:0032508;GO:0006270;GO:1905775	GO:0042555;GO:0005737;GO:0005634	GO:0003688;GO:0003723;GO:0005515;GO:0003697	GO:0006260;GO:0006268;GO:0000727;GO:1902975;GO:0009657;GO:0006267;GO:0051726
PF3D7_1417900	PF3D7_1417900.1	N/A	N/A	N/A	GO:0005739	N/A	N/A
PF3D7_1418000	PF3D7_1418000.1	N/A	N/A	GO:0006511	GO:0034098	GO:0031593;GO:0043130	GO:0071712;GO:0030433;GO:0006511
PF3D7_1418100	PF3D7_1418100.1	N/A	N/A	N/A	GO:0020005	N/A	GO:0035891
PF3D7_1418200	PF3D7_1418200.1	N/A	N/A	N/A	GO:0005634	N/A	N/A
PF3D7_1418300	PF3D7_1418300.1	N/A	GO:0005509	N/A	N/A	GO:0005509	N/A
PF3D7_1418400	PF3D7_1418400.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1418500	PF3D7_1418500.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1418600	PF3D7_1418600.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1418700	PF3D7_1418700.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1418800	PF3D7_1418800.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1418900	PF3D7_1418900.1	N/A	GO:0005524;GO:0003723;GO:0004386;GO:0003676	N/A	GO:0005634	GO:0003724	GO:0006364
PF3D7_1419000	PF3D7_1419000.1	N/A	N/A	N/A	GO:0005634	N/A	N/A
PF3D7_1419100	PF3D7_1419100.1	N/A	GO:0005524;GO:0003723;GO:0003676	N/A	GO:0005737;GO:0005730;GO:0005634	GO:0043138;GO:0008094;GO:0008186;GO:0003724	N/A
PF3D7_1419200	PF3D7_1419200.1	N/A	N/A	N/A	GO:0020011;GO:0005634	N/A	N/A
PF3D7_1419300	PF3D7_1419300.1	N/A	GO:0005515	N/A	N/A	GO:0004364	GO:0006749;GO:0009410
PF3D7_1419400	PF3D7_1419400.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1419500	PF3D7_1419500.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1419600	PF3D7_1419600.1	N/A	N/A	N/A	GO:0005634	N/A	N/A
PF3D7_1419700	PF3D7_1419700.1	N/A	N/A	N/A	GO:0005852;GO:0005730;GO:0005634	GO:0003729	N/A
PF3D7_1419800	PF3D7_1419800.1	N/A	GO:0050660;GO:0004362;GO:0016491;GO:0016668	GO:0045454;GO:0055114	GO:0020011;GO:0005737	GO:0004791	GO:0045454;GO:0006979
PF3D7_1419800	PF3D7_1419800.2	N/A	GO:0050660;GO:0016491;GO:0016668	GO:0045454;GO:0055114	GO:0020011;GO:0005737	GO:0004791	GO:0045454
PF3D7_1419900	PF3D7_1419900.1	N/A	GO:0003723;GO:0046872	N/A	GO:0005737;GO:0005654;GO:0005634	GO:1990247;GO:0003729	GO:0000398;GO:0048024
PF3D7_1420000	PF3D7_1420000.1	N/A	GO:0003676	N/A	GO:0005686;GO:1990904;GO:0005681	GO:0003723	GO:0008380;GO:0000375;GO:0000398
PF3D7_1420100	PF3D7_1420100.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1420200	PF3D7_1420200.1	N/A	GO:0005515	N/A	GO:0005829	N/A	GO:0006457
PF3D7_1420300	PF3D7_1420300.1	N/A	GO:0008270	N/A	GO:0005759;GO:0005739	GO:0051087	GO:0006457;GO:0030150;GO:0050821
PF3D7_1420400	PF3D7_1420400.1	GO:0005737	GO:0005524;GO:0004820;GO:0000166	GO:0006426	GO:0020011;GO:0005737;GO:0005739	GO:0004820	GO:0006426;GO:0070150
PF3D7_1420500	PF3D7_1420500.1	GO:0016021;GO:0016020	N/A	N/A	N/A	N/A	N/A
PF3D7_1420600	PF3D7_1420600.1	N/A	GO:0005524;GO:0004594	GO:0015937	GO:0005829;GO:0005634	GO:0071889;GO:0004594;GO:0005515	GO:0015937;GO:0009410
PF3D7_1420700	PF3D7_1420700.1	GO:0031225	N/A	N/A	GO:0009986;GO:0005886;GO:0020003;GO:0020005	GO:0005515	GO:0007033
PF3D7_1420800	PF3D7_1420800.1	N/A	N/A	N/A	GO:0005930;GO:0005737	GO:0045504	N/A
PF3D7_1420900	PF3D7_1420900.1	N/A	GO:0004475;GO:0016779	GO:0009058	GO:0005737	GO:0004475	GO:0009298
PF3D7_1421000	PF3D7_1421000.1	N/A	N/A	N/A	GO:0005634	N/A	N/A
PF3D7_1421100	PF3D7_1421100.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1421150	PF3D7_1421150.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1421200	PF3D7_1421200.1	N/A	N/A	N/A	GO:0022627;GO:0005634	GO:0003735	GO:0006412
PF3D7_1421300	PF3D7_1421300.1	GO:0016021	N/A	N/A	N/A	N/A	N/A
PF3D7_1421400	PF3D7_1421400.1	GO:0005666	GO:0003899	GO:0006383	GO:0005666	N/A	GO:0042797
PF3D7_1421500	PF3D7_1421500.1	GO:0005743;GO:0005758	N/A	GO:0072321	GO:0042719	N/A	GO:0045039
PF3D7_1421600	PF3D7_1421600.1	N/A	N/A	N/A	GO:0005634	GO:0019784;GO:0004843;GO:0043130	GO:0071108
PF3D7_1421700	PF3D7_1421700.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1421800	PF3D7_1421800.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1421900	PF3D7_1421900.1	GO:0016021	GO:0005375	GO:0035434	GO:0005886	GO:0005375	GO:0006878
PF3D7_1422000	PF3D7_1422000.1	GO:0016021	N/A	N/A	N/A	N/A	N/A
PF3D7_1422100	PF3D7_1422100.1	GO:0005840	N/A	N/A	GO:0005762;GO:0005739	GO:0003735	N/A
PF3D7_1422200	PF3D7_1422200.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1422300	PF3D7_1422300.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1422400	PF3D7_1422400.1	N/A	N/A	N/A	GO:0032545;GO:0034456;GO:0005730;GO:0032040	GO:0003723	GO:0006364;GO:0006409
PF3D7_1422500	PF3D7_1422500.1	GO:0016021	GO:0016746	N/A	GO:0009986;GO:0005783;GO:0005789	GO:0061630;GO:0004842	GO:0006511
PF3D7_1422600	PF3D7_1422600.1	N/A	N/A	N/A	GO:0005634	N/A	N/A
PF3D7_1422700	PF3D7_1422700.1	N/A	N/A	N/A	GO:0005634	N/A	N/A
PF3D7_1422800	PF3D7_1422800.1	N/A	N/A	N/A	GO:0035267;GO:0016514;GO:0005884;GO:0005634	GO:0003682;GO:0005515;GO:0005200	GO:0043044;GO:0006338;GO:0007010;GO:0006897;GO:0006887;GO:0043967;GO:0010468;GO:0006357;GO:0020014
PF3D7_1422900	PF3D7_1422900.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1423000	PF3D7_1423000.1	GO:0005730	GO:0005525;GO:0016787	N/A	GO:0005730;GO:0030687	GO:0003924	GO:0000055
PF3D7_1423100	PF3D7_1423100.1	N/A	GO:0005515	N/A	N/A	N/A	N/A
PF3D7_1423200	PF3D7_1423200.1	N/A	GO:0003755	GO:0000413	GO:0005634	GO:0003755	GO:0006457;GO:0000413
PF3D7_1423300	PF3D7_1423300.1	N/A	GO:0005509;GO:0016787;GO:0005515	N/A	GO:0005737;GO:0005829;GO:0005634	GO:0004722	GO:0006470
PF3D7_1423400	PF3D7_1423400.1	GO:0016021	N/A	N/A	N/A	N/A	N/A
PF3D7_1423500	PF3D7_1423500.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1423600	PF3D7_1423600.1	N/A	GO:0005524;GO:0004672	GO:0006468	GO:0005737;GO:0005634	GO:0004683;GO:0004674	GO:0044773;GO:0006468;GO:0042770
PF3D7_1423700	PF3D7_1423700.1	N/A	N/A	N/A	GO:0005634	N/A	N/A
PF3D7_1423800	PF3D7_1423800.1	N/A	GO:0005515	GO:0016192	GO:0005737;GO:0016020	N/A	GO:0006914;GO:0034058
PF3D7_1423900	PF3D7_1423900.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1424000	PF3D7_1424000.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1424100	PF3D7_1424100.1	GO:0005840	GO:0008097;GO:0003735	GO:0006412	GO:0022625;GO:1903561;GO:0005634	GO:0008097;GO:0003723;GO:0003735	GO:0000027;GO:0006412
PF3D7_1424200	PF3D7_1424200.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1424300	PF3D7_1424300.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1424400	PF3D7_1424400.1	N/A	N/A	N/A	GO:0022625;GO:1903561;GO:0005634	GO:0003723;GO:0003735	GO:0000470;GO:0006412
PF3D7_1424500	PF3D7_1424500.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1424600	PF3D7_1424600.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1424700	PF3D7_1424700.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1424800	PF3D7_1424800.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1424900	PF3D7_1424900.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1425000	PF3D7_1425000.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1425100	PF3D7_1425100.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1425200	PF3D7_1425200.1	N/A	GO:0003824	N/A	GO:0005739	GO:0004300	GO:0006635
PF3D7_1425300	PF3D7_1425300.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1425400	PF3D7_1425400.1	N/A	GO:0005524;GO:0003724;GO:0003676	N/A	GO:0071013	GO:0003723;GO:0004386	GO:0000398
PF3D7_1425500	PF3D7_1425500.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1425600	PF3D7_1425600.1	N/A	GO:0046872	N/A	N/A	N/A	N/A
PF3D7_1425700	PF3D7_1425700.1	GO:0005789;GO:0016021	N/A	GO:0070072	GO:0012505	N/A	N/A
PF3D7_1425800	PF3D7_1425800.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1425900	PF3D7_1425900.1	N/A	N/A	N/A	GO:0005634	N/A	N/A
PF3D7_1426000	PF3D7_1426000.1	GO:0005840	GO:0003735	GO:0006412	GO:0022625;GO:0005634	GO:0003723;GO:0003735	GO:0006412
PF3D7_1426100	PF3D7_1426100.1	N/A	N/A	N/A	GO:0005829;GO:0005854;GO:0005634;GO:0042788;GO:0005667	N/A	N/A
PF3D7_1426200	PF3D7_1426200.1	N/A	GO:0016274	GO:0018216	GO:0005737;GO:0005634	GO:0016274	GO:0016070;GO:0006396;GO:0016571;GO:0042254
PF3D7_1426300	PF3D7_1426300.1	N/A	GO:0005515	N/A	GO:0005856;GO:0036157	GO:0045504;GO:0045503;GO:0003777	GO:0003341;GO:0007018;GO:0036158
PF3D7_1426400	PF3D7_1426400.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1426500	PF3D7_1426500.1	GO:0016021;GO:0016020	GO:0005524;GO:0016887	N/A	GO:0045177;GO:0005886	GO:0042626;GO:0005319	GO:0006869
PF3D7_1426600	PF3D7_1426600.1	GO:0016021	N/A	N/A	N/A	N/A	N/A
PF3D7_1426700	PF3D7_1426700.1	N/A	GO:0003824;GO:0008964	GO:0015977;GO:0006099	GO:0005829;GO:0005634	GO:0008964	GO:0015977
PF3D7_1426800	PF3D7_1426800.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1426900	PF3D7_1426900.1	N/A	GO:0008121	GO:0006122	GO:0005750;GO:0005739	GO:0008121	GO:0009060;GO:0006122
PF3D7_1427000	PF3D7_1427000.1	GO:0016021	N/A	GO:0015031	GO:0020011	GO:0003755;GO:0044183;GO:0043022	GO:0051083;GO:0061077;GO:0043335
PF3D7_1427100	PF3D7_1427100.1	GO:0016021	GO:0004806	GO:0006629	N/A	N/A	N/A
PF3D7_1427200	PF3D7_1427200.1	GO:0016021	N/A	N/A	GO:0005783	N/A	GO:0045454
PF3D7_1427300	PF3D7_1427300.1	N/A	N/A	N/A	GO:0005634	N/A	N/A
PF3D7_1427400	PF3D7_1427400.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1427400	PF3D7_1427400.2	GO:0016021	N/A	N/A	N/A	N/A	N/A
PF3D7_1427500	PF3D7_1427500.1	GO:0032300	GO:0005524;GO:0003677;GO:0030983	GO:0006298	GO:0032301;GO:0032302;GO:0032300;GO:0005634	GO:0008094;GO:0003677;GO:0003684;GO:0000406	GO:0006310;GO:0043570;GO:0006298;GO:0045910;GO:0006301
PF3D7_1427600	PF3D7_1427600.1	GO:0016021;GO:0005743	N/A	N/A	N/A	GO:0015095	GO:0015693
PF3D7_1427700	PF3D7_1427700.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1427800	PF3D7_1427800.1	N/A	GO:0008859	N/A	GO:0005737;GO:0000177;GO:0000178;GO:0000176;GO:0005730	GO:0004527	GO:0034475;GO:0071028;GO:0034427;GO:0071051;GO:0016075;GO:0006364
PF3D7_1427900	PF3D7_1427900.1	N/A	N/A	N/A	GO:0005634	GO:0042393	N/A
PF3D7_1428000	PF3D7_1428000.1	N/A	N/A	N/A	GO:0016020	N/A	N/A
PF3D7_1428100	PF3D7_1428100.1	N/A	N/A	GO:0006396	GO:0005681	N/A	GO:0045292
PF3D7_1428200	PF3D7_1428200.1	GO:0016021	GO:0022857	GO:0055085	N/A	N/A	GO:0009410
PF3D7_1428300	PF3D7_1428300.1	N/A	N/A	N/A	GO:0005634	GO:0008235	GO:0007050;GO:0008283
PF3D7_1428400	PF3D7_1428400.1	N/A	GO:0005515	N/A	N/A	N/A	N/A
PF3D7_1428500	PF3D7_1428500.1	GO:0016021	GO:0005524;GO:0005515;GO:0004672	GO:0006468	N/A	N/A	GO:0006415
PF3D7_1428600	PF3D7_1428600.1	N/A	GO:0004045;GO:0003747	GO:0006415	GO:0020011;GO:0005739	GO:0043022;GO:0003747	GO:0006415
PF3D7_1428700	PF3D7_1428700.1	N/A	GO:0020037;GO:0046872	N/A	GO:0043231;GO:0016020	GO:0009055;GO:0020037	N/A
PF3D7_1428800	PF3D7_1428800.1	N/A	GO:0003677	GO:0006352	N/A	GO:0016251	GO:0006352
PF3D7_1428800	PF3D7_1428800.2	GO:0016021	GO:0003677	GO:0006352	N/A	GO:0016251	GO:0006352
PF3D7_1428900	PF3D7_1428900.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1429000	PF3D7_1429000.1	N/A	GO:0046872	N/A	GO:0072669	N/A	GO:0006388
PF3D7_1429100	PF3D7_1429100.1	GO:0015934	GO:0003735	GO:0006412	GO:0020011;GO:0005762;GO:0000315	GO:0003735	GO:0006412
PF3D7_1429200	PF3D7_1429200.1	GO:0005634	GO:0003677;GO:0003700	GO:0006355	GO:0005634	N/A	N/A
PF3D7_1429300	PF3D7_1429300.1	N/A	N/A	N/A	GO:0044312	N/A	N/A
PF3D7_1429400	PF3D7_1429400.1	N/A	GO:0003723;GO:0008173	GO:0006396	N/A	GO:0016423	GO:0030488
PF3D7_1429500	PF3D7_1429500.1	N/A	GO:0017178	GO:0017183	N/A	N/A	GO:0017183
PF3D7_1429600	PF3D7_1429600.1	N/A	N/A	N/A	GO:0020011;GO:0043657	N/A	N/A
PF3D7_1429700	PF3D7_1429700.1	GO:0015934	GO:0003735	GO:0006412	GO:0005762;GO:0005739	GO:0003735	GO:0006412
PF3D7_1429800	PF3D7_1429800.1	GO:0030126;GO:0005737;GO:0030117	GO:0005198	GO:0006886;GO:0016192	GO:0030126	N/A	GO:0006888;GO:0006891;GO:0006890
PF3D7_1429900	PF3D7_1429900.1	N/A	GO:0043138;GO:0005524;GO:0004386;GO:0003676;GO:0000166	GO:0006310;GO:0006281;GO:0006260;GO:0044237	GO:0005694;GO:0000781;GO:0005737;GO:0005634	GO:0043138;GO:0003678;GO:0009378;GO:0005515	GO:0032508;GO:0006310;GO:0006281;GO:0006268;GO:0000724
PF3D7_1430000	PF3D7_1430000.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1430100	PF3D7_1430100.1	N/A	GO:0019211	N/A	GO:0005737;GO:0005634;GO:0000159	GO:0003755;GO:0051721;GO:0019888;GO:0008160	GO:0007052
PF3D7_1430200	PF3D7_1430200.1	N/A	GO:0004190	GO:0006508	GO:0020008	GO:0004190	GO:0044409;GO:0006508;GO:0009410
PF3D7_1430300	PF3D7_1430300.1	GO:0005829	GO:0102092;GO:0005524;GO:0003993;GO:0000829;GO:0052723;GO:0052724;GO:0000832;GO:0000827	N/A	N/A	GO:0033857;GO:0000829;GO:0000828	GO:0006020;GO:0032958
PF3D7_1430400	PF3D7_1430400.1	GO:0005737	N/A	GO:0006914	GO:0034274;GO:0034045	GO:0005515	GO:0006501;GO:0000045;GO:0000422;GO:0044804;GO:0006995
PF3D7_1430500	PF3D7_1430500.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1430600	PF3D7_1430600.1	N/A	GO:0004519;GO:0004518	GO:0006281	GO:0005739;GO:0005634	GO:0003906;GO:0004536;GO:0008311;GO:0004528	GO:0006284
PF3D7_1430700	PF3D7_1430700.1	N/A	GO:0000166;GO:0016491;GO:0016639	GO:0006520;GO:0055114	GO:0020011;GO:0009986;GO:0005829	GO:0004354	GO:0006520;GO:0006537
PF3D7_1430800	PF3D7_1430800.1	N/A	N/A	N/A	GO:0071944;GO:0070258	GO:0005515	N/A
PF3D7_1430900	PF3D7_1430900.1	GO:0016020	GO:0005507;GO:0004129	N/A	GO:0005751;GO:0005739	GO:0004129	GO:0042773
PF3D7_1431000	PF3D7_1431000.1	GO:0005840	GO:0003735	GO:0006412	GO:0015934;GO:0005739;GO:0000315	GO:0003735	GO:0006412
PF3D7_1431100	PF3D7_1431100.1	N/A	N/A	N/A	GO:0070258	GO:0005515	N/A
PF3D7_1431200	PF3D7_1431200.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1431300	PF3D7_1431300.1	N/A	GO:0005525;GO:0003924	N/A	GO:0005829;GO:0022625	GO:0003924	GO:0000027
PF3D7_1431400	PF3D7_1431400.1	N/A	N/A	N/A	GO:0009986	GO:0046812	GO:0044409
PF3D7_1431500	PF3D7_1431500.1	N/A	GO:0005524;GO:0004707;GO:0004672	GO:0006468	GO:0005737;GO:0005634	GO:0004707	GO:0035556;GO:0006468;GO:0010468
PF3D7_1431600	PF3D7_1431600.1	N/A	GO:0005524;GO:0003824;GO:0000287	GO:0006099	GO:0005759;GO:0005739;GO:0042709	GO:0004775;GO:0004776	GO:0006104;GO:0006099
PF3D7_1431700	PF3D7_1431700.1	GO:0005840	GO:0003723;GO:0003735	GO:0006412	GO:0022625;GO:0022627;GO:0005634	GO:0003723;GO:0003735	GO:0042273;GO:0006412
PF3D7_1431800	PF3D7_1431800.1	N/A	GO:0102490;GO:0005524;GO:0102489;GO:0102485;GO:0102486;GO:0102491;GO:0102488;GO:0102487;GO:0016787	N/A	GO:0005783;GO:0020020	N/A	N/A
PF3D7_1431900	PF3D7_1431900.1	GO:0016021	N/A	N/A	GO:0009986;GO:0070258;GO:0016020	GO:0022857	GO:0055085
PF3D7_1432000	PF3D7_1432000.1	GO:0016020	N/A	GO:0016192	GO:0031201;GO:0012505;GO:0016021	GO:0005484;GO:0000149	GO:0006886;GO:0048278;GO:0006906
PF3D7_1432100	PF3D7_1432100.1	GO:0005741	GO:0008308	GO:0098656;GO:0055085	GO:0005741;GO:0005739;GO:0005634	GO:0008308	N/A
PF3D7_1432200	PF3D7_1432200.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1432300	PF3D7_1432300.1	N/A	N/A	GO:0006886	GO:0005829;GO:0005635	N/A	GO:0006606
PF3D7_1432400	PF3D7_1432400.1	N/A	GO:0005515	N/A	N/A	N/A	N/A
PF3D7_1432500	PF3D7_1432500.1	N/A	GO:0009020	N/A	N/A	N/A	N/A
PF3D7_1432600	PF3D7_1432600.1	GO:0005634	GO:0003677;GO:0003684	GO:0006289	GO:0071942;GO:0005737;GO:0000111	GO:0003684;GO:0003697	GO:0006298;GO:0006289
PF3D7_1432700	PF3D7_1432700.1	N/A	GO:0004719	GO:0006464	GO:0020036;GO:0005737;GO:0005634	GO:0004719	GO:0030091
PF3D7_1432800	PF3D7_1432800.1	GO:0016021	N/A	N/A	GO:0005802	N/A	N/A
PF3D7_1432900	PF3D7_1432900.1	GO:0005737;GO:0005874	GO:0005200	N/A	N/A	N/A	N/A
PF3D7_1433000	PF3D7_1433000.1	N/A	GO:0030515	GO:0001522;GO:0042254	GO:0031429;GO:0090661	GO:0034513;GO:0070034	GO:0031118;GO:0031120
PF3D7_1433100	PF3D7_1433100.1	N/A	N/A	N/A	GO:0005797;GO:0000138;GO:0016020	N/A	N/A
PF3D7_1433200	PF3D7_1433200.1	GO:0016021	N/A	N/A	N/A	N/A	N/A
PF3D7_1433300	PF3D7_1433300.1	GO:0005634	GO:0005515	N/A	GO:0005634	GO:0042393;GO:0051082	GO:0031497;GO:0006333;GO:0006338;GO:0006334
PF3D7_1433400	PF3D7_1433400.1	GO:0016021	GO:0046872	N/A	GO:0000123;GO:0016020;GO:0005634	N/A	N/A
PF3D7_1433500	PF3D7_1433500.1	N/A	GO:0005524;GO:0003677;GO:0003918;GO:0046872	GO:0006259;GO:0006265	GO:0005634	GO:0003918	GO:0006265;GO:0044774;GO:0000712;GO:0000819
PF3D7_1433600	PF3D7_1433600.1	GO:0016021;GO:0005787	GO:0004252	GO:0006465	GO:0030176;GO:0005787	N/A	GO:0045047;GO:0006465
PF3D7_1433700	PF3D7_1433700.1	N/A	N/A	N/A	GO:0020011	N/A	N/A
PF3D7_1433800	PF3D7_1433800.1	N/A	N/A	N/A	N/A	N/A	GO:0009657;GO:0009410
PF3D7_1433900	PF3D7_1433900.1	N/A	GO:0005524;GO:0004672	GO:0006468	GO:0005634	GO:0008353;GO:0004693;GO:0004672	GO:0000086;GO:0007095;GO:0006468
PF3D7_1434000	PF3D7_1434000.1	N/A	GO:0005524	N/A	GO:0030014;GO:0016020	GO:0042626	GO:0009410
PF3D7_1434100	PF3D7_1434100.1	N/A	GO:0016763;GO:0008479	GO:0006400	N/A	N/A	GO:0101030
PF3D7_1434200	PF3D7_1434200.1	N/A	GO:0005509	GO:0019722	GO:0005634	GO:0005509;GO:0048306;GO:0030234;GO:0005515	GO:0055074;GO:0019722;GO:0044409;GO:0000226;GO:0006508
PF3D7_1434300	PF3D7_1434300.1	N/A	GO:0005515	N/A	GO:0005829	GO:0060590;GO:0030544;GO:0051879;GO:0005515	N/A
PF3D7_1434400	PF3D7_1434400.1	N/A	N/A	N/A	GO:0009986	N/A	N/A
PF3D7_1434500	PF3D7_1434500.1	GO:0016021;GO:0005634	GO:0005524;GO:0016887	N/A	GO:0016020;GO:0030687	N/A	GO:0006364;GO:0000027
PF3D7_1434600	PF3D7_1434600.1	GO:0005737	GO:0046872;GO:0070006	GO:0070084;GO:0006508	GO:0005634	GO:0008235	GO:0006464;GO:0006417;GO:0006412
PF3D7_1434700	PF3D7_1434700.1	N/A	N/A	N/A	GO:0005744;GO:0031305;GO:0005739	N/A	GO:0030150;GO:0006626;GO:0015031
PF3D7_1434800	PF3D7_1434800.1	GO:0005759	N/A	N/A	GO:0005739	GO:0003729;GO:0097177;GO:0008494	GO:0070131
PF3D7_1434900	PF3D7_1434900.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1435000	PF3D7_1435000.1	GO:0016021;GO:0016020	GO:0016627	GO:0006784;GO:0055114	GO:0005743;GO:0005739	GO:0016653	GO:0006784;GO:0008535
PF3D7_1435100	PF3D7_1435100.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1435200	PF3D7_1435200.1	N/A	N/A	N/A	N/A	N/A	N/A
PF3D7_1435300	PF3D7_1435300.1	N/A	GO:0051538;GO:0003824;GO:0015930;GO:0051536;GO:0046872;GO:0016491;GO:0016638;GO:0016639	GO:0097054;GO:0006537;GO:0006807;GO:0055114	N/A	GO:0016040;GO:0015930;GO:0016491	GO:0019676;GO:0006537
PF3D7_1435400	PF3D7_1435400.1	N/A	N/A	N/A	GO:0072546	N/A	GO:0034975
PF3D7_1435500	PF3D7_1435500.1	GO:0030132;GO:0030130	GO:0005198	GO:0006886;GO:0016192	GO:0005634	N/A	N/A
PF3D7_1435600	PF3D7_1435600.1	N/A	N/A	N/A	GO:0005634	N/A	N/A
PF3D7_1435700	PF3D7_1435700.1	N/A	N/A	N/A	GO:0010494;GO:0005739	GO:0003723	GO:0010603;GO:0034063
PF3D7_1435700	PF3D7_1435700.2	N/A	N/A	N/A	GO:0010494;GO:0005739	GO:0003723	GO:0010603;GO:0034063
PF3D7_1435800	PF3D7_1435800.1	N/A	GO:0005525;GO:0003723;GO:0016787	N/A	GO:0005739	GO:0019843;GO:0043024	GO:0000028
